4.21,-10.62
1.22,-1.61
4.98,-7.78
4.26,-10.93
0.99,-1.89
2.72,-0.94
9.28,-4.21
4.44,-9.96
9.57,-5.91
10.57,-4.74
8.30,-5.69
5.33,-10.23
8.40,-5.18
5.87,-8.76
3.34,-1.93
4.17,-10.27
4.66,-10.22
3.77,-0.10
1.83,-0.42
8.65,-6.49
7.79,-5.96
0.43,0.51
2.29,-0.98
7.96,-6.48
1.10,-1.01
1.48,-1.13
4.66,-0.48
9.52,-6.29
7.82,-5.62
1.80,-0.06
8.58,-3.48
5.36,-8.21
5.46,-10.83
4.46,-11.23
1.58,-0.43
4.55,-11.24
-0.21,-2.39
4.83,-9.15
2.06,-1.22
7.94,-6.82
4.41,-10.62
8.92,-5.20
3.74,-1.33
6.00,-10.54
8.30,-6.49
5.88,-10.18
9.11,-6.28
8.63,-4.17
4.29,-2.81
-0.19,-1.15
2.05,-1.79
4.92,-10.58
4.39,-11.76
8.71,-5.36
0.79,-0.97
7.23,-9.39
1.44,-0.81
1.44,-0.40
8.67,-5.95
7.40,-6.96
4.39,-10.40
1.14,-0.62
-0.21,-3.02
6.02,-10.84
6.01,-9.61
7.24,-3.68
9.60,-5.89
10.68,-7.95
0.78,0.31
1.49,-0.93
4.78,-10.47
1.01,-1.04
6.20,-10.65
5.57,-11.84
3.83,-3.29
4.86,-11.61
0.89,-3.13
4.13,-9.43
4.47,-10.77
5.73,-10.42
1.47,0.23
8.91,-6.87
5.46,-10.75
8.51,-4.96
6.22,-9.59
7.30,-5.56
8.07,-11.31
7.95,-5.18
0.75,-2.14
5.69,-9.79
8.74,-5.08
7.18,-3.89
7.07,-8.94
9.09,-5.50
2.11,-2.18
3.35,-4.36
6.33,-5.36
1.47,-0.17
2.56,-2.26
2.95,-0.91
6.30,-9.26
4.80,-10.56
5.95,-9.41
7.37,-6.20
1.65,-2.54
3.47,-9.18
1.85,-0.63
2.60,-1.27
9.52,-4.99
7.72,-6.33
4.60,-9.13
5.61,-8.74
2.02,-1.47
8.50,-5.63
2.76,0.10
6.13,-10.63
5.69,-10.03
1.24,-2.67
0.65,-3.11
6.01,-8.74
2.42,-1.06
8.89,-7.16
10.21,-4.38
5.40,-9.54
9.10,-5.06
7.87,-8.56
8.38,-3.51
0.83,-1.31
9.05,-4.00
10.56,-7.25
1.40,-1.56
8.42,-7.55
8.77,-5.17
5.43,-11.31
6.83,-5.14
0.79,-2.49
7.26,-10.38
8.55,-6.35
5.00,-10.72
-0.37,-2.70
6.16,-9.69
9.55,-6.50
4.02,-1.30
1.69,-3.02
5.02,-8.93
10.37,-5.44
2.87,-1.85
3.95,-2.18
5.33,-8.83
8.77,-6.52
1.45,-3.08
2.49,-1.85
2.16,-1.16
4.78,-10.37
10.11,-5.40
7.08,-5.83
4.82,-11.06
8.87,-7.19
3.74,-10.24
11.35,-4.15
1.16,-2.46
9.10,-4.83
1.21,-1.78
9.62,-5.58
7.15,-4.60
2.73,-2.69
4.37,-10.03
9.31,-5.39
2.04,-1.37
8.72,-6.19
9.09,-5.07
5.30,-9.94
5.42,-10.12
8.30,-5.36
2.45,-1.84
7.03,-10.54
9.13,-4.55
4.20,-10.08
8.97,-4.93
4.76,-9.51
9.08,-4.60
6.47,-9.78
4.06,-7.84
1.78,0.22
4.23,-9.13
6.03,-10.62
4.40,-10.62
5.98,-9.37
-0.45,-0.85
2.50,0.26
4.96,-11.78
8.63,-4.23
9.65,-5.34
9.72,-6.44
7.33,-10.66
8.56,-5.56
8.41,-5.89
0.95,-2.56
5.09,-10.13
2.41,-0.81
5.56,-9.13
10.16,-5.54
4.38,-11.16
10.23,-6.20
1.76,-1.02
7.88,-11.35
9.84,-4.69
9.62,-8.10
3.86,-10.32
9.52,-4.92
3.72,-10.20
2.49,-1.83
9.46,-5.94
1.87,-0.34
0.96,-0.66
5.51,-8.81
9.50,-4.21
8.11,-5.41
2.14,-2.79
9.65,-5.07
8.99,-5.51
3.28,-0.39
6.70,-3.86
5.89,-11.72
1.20,-2.05
6.15,-10.93
6.09,-8.92
7.36,-9.32
3.10,-0.19
8.43,-7.10
3.13,-10.31
11.14,-6.39
5.30,-10.14
5.83,-10.64
3.71,-10.43
11.22,-4.26
5.01,-11.52
4.79,-8.82
3.70,-9.36
6.25,-9.24
4.27,-0.53
5.50,-10.20
9.32,-6.06
6.86,-11.54
1.26,-1.57
9.58,-5.41
9.55,-5.33
3.90,-11.46
0.27,-0.92
4.38,-10.00
10.33,-4.44
1.46,-2.59
1.37,-1.39
4.29,-1.11
1.36,-3.45
9.72,-4.33
5.59,-10.02
0.86,-2.68
0.72,-1.85
4.29,-9.80
2.89,-1.81
0.45,-2.27
5.23,-9.47
5.32,-9.33
1.24,-0.95
5.56,-9.85
3.77,-1.16
1.60,-1.68
4.59,-8.27
5.82,-9.45
6.54,-10.29
2.06,-1.04
4.60,-9.97
7.98,-5.36
5.69,-10.26
5.37,-7.97
3.49,-1.79
5.70,-11.14
3.44,0.55
4.21,-10.15
1.86,-0.60
1.95,-3.39
2.02,-3.59
7.32,-3.37
10.38,-5.54
4.87,-9.94
3.92,-8.92
3.19,-1.35
3.08,-3.22
5.49,-9.67
2.67,0.14
2.62,-1.89
2.96,-2.63
-0.02,-1.09
3.11,-0.99
2.46,-1.46
9.37,-5.50
5.50,-9.20
6.22,-10.40
5.11,-8.14
7.56,-4.50
2.12,-1.80
6.28,-9.56
1.45,-2.31
8.52,-4.04
1.18,0.29
6.10,-9.96
4.35,-10.03
4.53,-9.50
5.51,-9.68
6.25,-9.80
4.77,-10.87
11.59,-5.69
2.26,-3.13
1.92,-2.47
1.60,-2.54
2.59,-9.33
2.90,-0.60
5.71,-10.09
5.53,-8.95
1.88,-1.65
4.97,-10.36
2.59,-1.91
4.26,-10.45
0.13,-1.81
1.12,-0.26
6.16,-10.34
3.16,-0.73
7.26,-9.28
2.65,-1.80
7.96,-4.20
4.71,-9.10
5.40,-10.36
6.10,-10.28
4.32,-11.15
5.78,-8.20
10.43,-4.61
1.22,-1.68
1.07,-0.79
7.91,-4.78
12.53,-4.62
10.34,-4.47
1.65,-2.78
4.97,-10.42
1.78,-2.21
2.88,-0.08
2.37,-1.49
4.41,-8.81
8.35,-4.39
2.17,-0.30
4.01,-9.77
5.40,-10.61
9.30,-5.42
1.63,-2.76
9.04,-4.90
1.50,-3.08
2.97,-2.28
8.03,-6.48
7.85,-5.57
8.68,-5.48
8.77,-6.58
5.00,-9.80
2.31,-1.87
1.99,-1.18
10.06,-6.09
2.30,-3.04
0.48,-1.41
1.76,-2.45
3.68,-9.72
8.41,-5.46
3.44,-0.95
3.76,-3.40
1.13,-0.53
4.94,-9.18
3.04,-2.60
7.19,-10.37
3.57,-11.98
9.38,-5.66
9.95,-6.28
5.68,-10.49
4.47,-10.75
6.38,-9.46
4.17,-9.37
1.23,-1.10
5.44,-10.26
2.61,-1.61
8.99,-4.41
7.88,-6.43
1.52,-0.85
5.53,-8.19
3.72,-2.13
2.72,-3.68
9.94,-4.08
3.45,-2.26
0.77,-0.92
8.69,-3.15
10.44,-5.06
9.02,-5.83
5.02,-12.14
5.18,-11.02
7.68,-6.59
5.93,-8.23
5.04,-9.96
